cnpj_raiz,email_corporativo,cargo_dono_agg,estado,capital
19.452.818,0,proprietario,RJ,0
19.457.931,0,diretor,RJ,0
19.485.388,0,diretor,Outros,1
19.495.280,1,diretor,SC,0
19.513.337,1,gerente,Outros,0
19.542.539,1,outros,MG,1
19.586.935,1,diretor,PR,0
19.593.276,0,diretor,MG,0
19.595.660,1,socio,SP,1
19.622.996,1,diretor,RJ,1
19.646.504,1,proprietario,MG,0
19.648.139,0,socio,MG,0
19.692.767,1,socio,BA,0
19.732.168,1,socio,PR,0
19.748.760,1,proprietario,SC,0
19.784.862,0,diretor,Outros,0
19.815.124,1,diretor,Outros,1
19.843.056,1,socio,RJ,0
19.856.994,1,socio,Outros,0
19.858.131,1,socio,BA,0
19.870.089,1,proprietario,PR,1
19.874.020,1,gerente,SC,0
19.905.295,1,diretor,SP,0
19.907.745,1,diretor,GO,0
19.917.461,1,socio,Outros,0
19.936.878,0,gerente,BA,0
19.947.683,0,diretor,Outros,1
19.954.705,1,gerente,MG,0
20.003.212,1,gerente,RS,0
20.010.864,1,gerente,MG,0
20.021.701,0,diretor,GO,0
20.024.081,0,socio,MG,0
20.051.163,1,gerente,SP,1
20.071.168,0,diretor,Outros,1
20.085.568,0,diretor,Outros,0
20.112.705,1,diretor,PR,0
20.160.651,1,diretor,MG,0
20.200.813,1,proprietario,SP,0
20.243.202,0,socio,Outros,0
20.275.244,1,gerente,MG,0
20.276.961,1,diretor,GO,1
20.280.465,0,gerente,Outros,0
20.286.683,0,diretor,PR,0
20.299.710,1,gerente,GO,0
20.300.832,1,proprietario,Outros,1
20.302.126,1,socio,PB,1
20.302.873,1,diretor,MG,0
20.353.275,1,socio,RS,1
20.357.512,1,diretor,Outros,0
20.374.753,0,proprietario,RS,0
20.375.169,0,socio,RS,0
20.380.840,0,diretor,GO,1
20.415.868,1,socio,Outros,0
20.437.217,1,socio,RS,0
20.468.310,1,gerente,MG,0
20.474.613,1,proprietario,Outros,0
20.474.877,1,diretor,RS,0
20.498.298,1,diretor,Outros,1
20.535.196,1,socio,PR,1
20.584.928,1,proprietario,SP,0
20.589.268,0,outros,SP,1
20.611.179,0,diretor,MG,0
20.611.761,1,diretor,MG,0
20.615.628,0,diretor,GO,1
20.618.821,1,socio,Outros,0
20.620.600,0,socio,MG,0
20.632.141,1,proprietario,RJ,1
20.639.346,0,diretor,GO,1
20.640.653,1,diretor,ES,0
20.645.611,1,proprietario,BA,0
20.651.683,1,diretor,RJ,1
20.678.044,1,proprietario,SP,0
20.703.320,1,diretor,PR,0
20.721.116,1,diretor,SP,0
20.723.631,1,diretor,MG,0
20.817.402,1,gerente,Outros,0
20.846.599,1,proprietario,SC,0
20.853.119,0,diretor,Outros,0
20.863.464,1,socio,RS,0
20.874.120,1,proprietario,SC,0
20.888.654,1,diretor,MG,0
20.927.364,0,gerente,MG,0
20.932.302,1,socio,MG,0
20.982.412,0,socio,BA,0
20.989.545,0,proprietario,PR,0
20.992.825,1,proprietario,SC,0
21.003.496,0,socio,MG,0
21.016.949,0,diretor,GO,0
21.038.936,1,proprietario,SP,1
21.064.649,1,socio,BA,0
21.081.628,1,outros,MG,0
21.110.956,1,diretor,RS,0
21.111.496,0,diretor,GO,1
21.114.187,1,diretor,Outros,0
21.119.442,1,socio,PB,1
21.135.286,1,gerente,GO,0
21.160.941,1,socio,ES,0
21.171.115,1,socio,PR,0
21.189.201,1,gerente,Outros,0
21.223.639,1,gerente,SP,0
21.232.542,0,socio,PB,1
21.235.070,0,proprietario,SP,0
21.238.073,0,diretor,Outros,0
21.280.493,1,gerente,MG,0
21.297.996,0,diretor,PR,0
21.304.810,0,diretor,SC,0
21.400.858,1,diretor,MG,0
21.409.189,1,socio,SP,1
21.433.323,0,diretor,ES,0
21.456.570,0,gerente,Outros,0
21.473.708,0,socio,PB,1
21.479.020,0,diretor,MG,0
21.489.634,1,gerente,SC,0
21.506.115,1,gerente,GO,0
21.533.539,1,diretor,PR,0
21.542.309,1,gerente,SP,0
21.547.649,1,gerente,GO,0
21.570.775,1,gerente,RJ,1
21.573.858,1,diretor,SP,1
21.601.855,1,socio,Outros,1
21.609.225,1,socio,SP,0
21.642.529,1,diretor,SP,0
21.652.599,1,diretor,MG,1
21.674.595,1,proprietario,SP,0
21.728.225,1,gerente,MG,1
21.743.490,0,diretor,GO,1
21.749.702,0,gerente,PB,0
21.771.798,1,diretor,Outros,1
21.849.120,1,gerente,MG,0
21.857.275,0,diretor,Outros,0
21.896.625,1,outros,RJ,1
21.918.382,1,socio,ES,0
21.959.305,0,diretor,Outros,1
21.989.352,1,diretor,PR,0
22.020.550,1,diretor,Outros,0
22.037.107,1,gerente,BA,0
22.064.101,1,gerente,SP,0
22.087.731,0,diretor,ES,0
22.161.042,1,socio,MG,0
22.161.801,0,diretor,SC,0
22.163.194,0,proprietario,SP,0
22.205.567,1,socio,SP,1
22.221.637,0,outros,RJ,0
22.245.245,1,diretor,MG,0
22.280.173,1,proprietario,Outros,1
22.299.646,1,diretor,SP,1
22.348.843,1,gerente,PR,0
22.366.434,1,proprietario,SP,0
22.378.323,1,diretor,Outros,0
22.424.823,1,outros,SP,0
22.447.684,1,gerente,MG,0
22.451.088,0,diretor,Outros,0
22.457.202,1,socio,MG,0
22.481.228,0,proprietario,PR,0
22.506.836,1,proprietario,MG,0
22.507.975,1,proprietario,SP,0
22.552.591,0,socio,PR,0
22.557.796,1,gerente,ES,0
22.623.490,1,outros,MG,1
22.655.168,0,diretor,PB,0
22.656.847,1,diretor,MG,0
22.673.347,1,gerente,MG,0
22.680.545,0,diretor,SP,0
22.688.866,0,diretor,MG,0
22.744.954,1,diretor,SC,0
22.751.608,0,diretor,Outros,0
22.753.798,1,proprietario,SP,1
22.770.311,1,diretor,Outros,1
22.777.692,1,socio,MG,0
22.779.647,1,proprietario,SP,0
22.780.688,1,diretor,MG,0
22.783.057,1,diretor,RS,0
22.797.210,1,diretor,GO,1
22.817.467,1,socio,RJ,0
22.822.404,0,socio,ES,0
22.824.533,0,diretor,Outros,1
22.847.052,1,socio,RJ,0
22.849.328,1,diretor,GO,1
22.934.351,0,diretor,GO,1
22.947.398,0,gerente,Outros,0
22.948.361,1,diretor,Outros,0
22.949.786,1,socio,MG,0
22.967.449,1,socio,PB,0
23.014.966,0,diretor,Outros,0
23.025.959,0,gerente,RJ,0
23.026.516,1,proprietario,SC,0
23.028.756,1,gerente,Outros,1
23.059.303,1,gerente,SP,0
23.077.329,1,socio,RJ,1
23.126.330,1,socio,RJ,0
23.142.863,0,diretor,PB,1
23.157.056,0,gerente,BA,0
23.177.174,0,diretor,GO,0
23.191.655,0,socio,RS,0
23.194.386,1,socio,SP,0
23.268.817,1,socio,PB,1
23.272.813,1,outros,PB,0
23.294.221,1,diretor,ES,0
23.298.655,0,proprietario,ES,0
23.306.654,1,socio,SP,0
23.318.026,1,socio,SP,0
23.374.165,0,gerente,PR,0
23.384.632,0,proprietario,PB,0
23.386.609,1,gerente,RJ,1
23.417.611,0,diretor,MG,0
23.423.804,1,gerente,SC,0
23.427.256,1,proprietario,PR,0
23.439.441,1,gerente,Outros,0
23.477.873,0,diretor,MG,0
23.486.879,0,proprietario,SP,1
23.487.605,1,diretor,Outros,1
23.513.759,0,socio,MG,0
23.537.353,0,socio,Outros,0
23.542.365,0,diretor,Outros,0
23.580.956,1,gerente,RS,0
23.612.315,0,gerente,Outros,1
23.616.331,1,proprietario,Outros,0
23.640.261,1,gerente,MG,0
23.643.315,1,gerente,SP,1
23.683.235,1,gerente,MG,0
23.683.459,1,socio,PB,1
23.743.492,0,gerente,MG,0
23.757.894,1,socio,RS,1
23.820.639,1,gerente,SP,0
23.843.664,1,socio,Outros,1
23.870.046,1,diretor,SC,0
23.877.030,1,gerente,SP,0
23.881.779,1,gerente,Outros,0
23.896.429,1,diretor,SP,0
23.921.007,0,proprietario,MG,1
23.935.495,1,gerente,RS,0
23.975.081,1,outros,PR,0
24.006.876,1,gerente,MG,0
24.014.158,1,socio,MG,0
24.026.068,1,diretor,SP,1
24.032.579,1,diretor,Outros,0
24.148.379,1,gerente,SC,0
24.149.139,0,diretor,MG,0
24.260.745,1,diretor,RS,0
24.287.510,1,proprietario,SC,0
24.294.209,1,socio,PB,1
24.301.458,1,gerente,SP,1
24.374.270,1,gerente,PB,1
24.382.997,1,diretor,ES,0
24.419.593,1,proprietario,SP,0
24.445.257,0,diretor,Outros,1
24.495.476,1,diretor,MG,0
24.498.084,0,proprietario,PR,1
24.506.287,0,diretor,MG,0
24.511.912,1,diretor,BA,0
24.513.858,1,socio,MG,0
24.584.687,1,proprietario,SP,0
24.589.692,0,diretor,SC,0
24.660.541,1,proprietario,SP,0
24.680.779,1,diretor,Outros,1
24.721.230,0,gerente,PB,1
24.743.678,1,gerente,SP,1
24.767.119,0,gerente,Outros,1
24.769.823,0,diretor,SC,0
24.792.638,0,proprietario,RS,0
24.854.504,0,diretor,PR,0
24.894.606,0,diretor,GO,0
24.894.950,0,outros,SP,0
24.895.241,1,proprietario,Outros,1
24.929.902,1,gerente,PB,1
24.940.992,1,proprietario,MG,0
24.953.072,1,diretor,Outros,0
24.966.233,1,socio,RJ,1
25.017.862,1,gerente,SP,1
25.054.566,1,outros,Outros,0
25.080.824,1,proprietario,SP,0
25.126.709,0,socio,PB,0
25.135.855,1,proprietario,GO,0
25.137.395,0,diretor,PB,1
25.137.825,1,diretor,RS,0
25.218.535,1,diretor,GO,0
25.225.450,1,gerente,MG,0
25.265.787,1,gerente,RJ,1
25.381.687,1,diretor,PR,1
25.398.216,1,proprietario,Outros,1
25.402.516,1,diretor,Outros,1
25.432.387,0,socio,Outros,1
25.530.240,0,proprietario,MG,0
25.581.620,1,diretor,MG,1
25.650.383,1,gerente,MG,0
25.759.366,1,diretor,GO,0
25.769.266,1,diretor,MG,0
25.773.241,1,socio,SP,1
25.861.063,1,gerente,MG,0
25.902.295,0,gerente,MG,1
25.975.807,1,diretor,SC,0
26.015.485,1,socio,SP,1
26.039.324,0,diretor,Outros,0
26.118.751,0,socio,BA,0
26.146.067,0,gerente,PB,0
26.156.822,0,proprietario,Outros,1
26.157.871,1,proprietario,Outros,0
26.178.616,1,outros,MG,0
26.190.066,0,diretor,MG,0
26.262.847,1,gerente,ES,0
26.306.589,0,socio,MG,0
26.307.805,0,diretor,GO,1
26.309.355,0,socio,PB,1
26.337.595,0,gerente,GO,0
26.341.962,0,socio,MG,0
26.369.827,1,diretor,MG,0
26.418.795,0,proprietario,GO,1
26.434.032,1,diretor,MG,0
26.436.556,1,socio,RS,0
26.445.944,1,gerente,PR,1
26.458.999,1,socio,RJ,0
26.467.514,1,proprietario,Outros,1
26.469.930,1,outros,RS,0
26.475.807,0,proprietario,PB,0
26.484.154,0,gerente,Outros,1
26.518.352,1,socio,MG,0
26.541.330,1,gerente,PR,0
26.549.889,1,proprietario,MG,0
26.552.514,1,diretor,SP,0
26.560.116,1,diretor,MG,0
26.564.534,1,outros,Outros,1
26.586.645,1,diretor,MG,1
26.592.826,0,socio,Outros,0
26.593.333,1,diretor,ES,0
26.615.977,0,socio,MG,0
26.633.906,1,diretor,Outros,1
26.635.962,0,proprietario,MG,0
26.643.102,0,diretor,MG,0
26.662.449,1,diretor,Outros,0
26.666.614,1,diretor,RS,0
26.721.490,0,socio,SC,0
26.762.611,1,proprietario,SP,0
26.769.043,1,diretor,MG,0
26.789.341,1,gerente,RJ,1
26.855.100,1,diretor,ES,0
26.887.293,0,diretor,MG,0
26.890.509,0,diretor,Outros,0
26.909.882,1,gerente,PR,0
26.917.775,0,diretor,SP,0
26.921.551,1,diretor,GO,1
26.924.337,1,diretor,SC,0
26.936.501,0,diretor,SP,0
26.970.916,0,gerente,PB,1
26.971.405,0,gerente,Outros,0
26.982.634,1,proprietario,SP,1
26.989.106,1,proprietario,PR,1
27.002.490,0,diretor,GO,0
27.006.669,1,proprietario,SP,0
27.007.043,0,diretor,PR,0
27.066.538,0,socio,SP,1
27.073.770,0,socio,MG,0
27.074.467,1,diretor,ES,1
27.091.734,0,diretor,Outros,0
27.118.434,1,gerente,SC,0
27.130.036,0,socio,ES,0
27.133.758,1,gerente,SP,0
27.171.425,0,gerente,Outros,0
27.198.835,0,socio,Outros,0
27.221.173,1,gerente,SC,0
27.234.139,1,diretor,MG,0
27.297.290,0,diretor,ES,0
27.307.683,1,gerente,SC,0
27.362.066,0,proprietario,SP,0
27.373.518,1,gerente,SP,1
27.404.965,0,diretor,MG,0
27.409.842,1,socio,SP,0
27.465.828,1,socio,RS,0
27.526.108,1,diretor,SC,0
27.536.937,1,outros,ES,0
27.540.685,1,gerente,RJ,0
27.550.118,1,gerente,SC,0
27.574.339,0,diretor,PB,1
27.616.948,1,gerente,SC,0
27.619.885,1,gerente,PR,0
27.664.986,0,socio,RJ,0
27.731.976,1,diretor,Outros,0
27.736.323,1,gerente,SC,0
27.745.320,1,gerente,MG,0
27.758.488,0,diretor,RJ,1
27.770.873,1,proprietario,RJ,0
27.799.491,1,socio,SP,0
27.821.317,1,proprietario,Outros,1
27.822.869,1,diretor,SP,0
27.848.991,1,proprietario,PR,0
27.892.478,1,socio,MG,0
27.909.777,1,proprietario,RS,0
27.951.903,1,diretor,SC,0
27.954.969,1,gerente,PB,0
28.019.100,1,gerente,SP,0
28.037.055,0,diretor,SP,0
28.061.519,1,diretor,SC,0
28.071.153,0,outros,MG,0
28.073.399,0,proprietario,PR,1
28.099.428,1,diretor,ES,0
28.128.571,1,diretor,RJ,1
28.129.260,1,socio,ES,0
28.147.121,0,socio,MG,0
28.180.071,0,socio,MG,0
28.193.531,1,proprietario,SP,1
28.237.057,0,diretor,GO,0
28.279.297,1,diretor,RJ,1
28.279.845,1,diretor,SC,0
28.290.737,1,diretor,PR,1
28.299.386,1,socio,RJ,0
28.373.933,0,gerente,PB,0
28.379.760,1,gerente,PR,0
28.390.966,1,gerente,SP,0
28.391.564,0,diretor,GO,1
28.426.360,1,proprietario,SP,0
28.434.280,1,socio,ES,0
28.438.728,0,socio,PB,1
28.439.384,1,diretor,Outros,1
28.492.253,1,gerente,SP,0
28.497.030,1,diretor,ES,0
28.537.185,1,gerente,MG,0
28.548.603,1,diretor,RS,0
28.558.871,0,diretor,Outros,0
28.568.392,1,socio,RJ,0
28.584.269,1,gerente,SP,1
28.590.429,0,diretor,Outros,0
28.617.253,1,diretor,Outros,1
28.624.978,0,diretor,MG,0
28.662.500,1,outros,RJ,1
28.663.998,1,diretor,SP,0
28.676.092,0,diretor,PB,1
28.678.638,1,socio,SC,0
28.684.795,0,socio,RJ,0
28.690.998,1,outros,RJ,1
28.770.582,1,proprietario,SP,0
28.784.743,0,outros,MG,1
28.804.362,1,socio,MG,0
28.833.636,1,gerente,RS,0
28.878.603,1,outros,RJ,0
28.903.362,1,proprietario,Outros,0
28.903.514,0,diretor,Outros,1
28.958.179,1,diretor,Outros,1
28.958.328,1,gerente,SC,0
28.970.562,1,diretor,PR,0
28.975.052,1,diretor,Outros,1
29.016.974,1,diretor,ES,0
29.038.784,0,diretor,ES,0
29.043.505,0,proprietario,RS,0
29.045.041,1,socio,PB,1
29.084.424,1,gerente,SP,0
29.108.107,1,socio,RJ,0
29.138.891,1,proprietario,RS,1
29.163.898,0,gerente,Outros,0
29.179.871,0,diretor,Outros,1
29.191.948,1,diretor,SC,0
29.212.589,0,proprietario,PR,0
29.224.827,1,diretor,Outros,0
29.224.835,1,gerente,SP,1
29.225.637,1,socio,Outros,0
29.233.168,1,diretor,RS,0
29.264.107,0,diretor,Outros,1
29.283.955,0,proprietario,PR,1
29.291.773,0,diretor,Outros,0
29.453.826,0,diretor,RJ,0
29.475.222,1,proprietario,SC,0
29.482.108,0,diretor,Outros,0
29.495.800,0,diretor,Outros,1
29.566.192,0,diretor,Outros,1
29.601.612,1,diretor,SP,0
29.656.653,0,diretor,Outros,1
29.661.419,1,proprietario,SP,0
29.715.673,0,diretor,Outros,1
29.750.986,0,socio,BA,1
29.753.809,0,diretor,SC,0
29.756.697,1,gerente,SP,0
29.760.767,1,diretor,PR,0
29.823.825,1,gerente,SP,0
29.863.420,1,gerente,RJ,0
29.909.984,1,proprietario,SP,0
29.930.319,0,proprietario,PR,0
29.960.431,1,socio,MG,1
29.967.430,1,diretor,MG,0
29.969.691,0,proprietario,SP,1
29.976.068,1,diretor,SP,0
30.003.035,0,diretor,GO,0
30.039.694,0,diretor,SC,0
30.062.033,0,gerente,SC,0
30.062.482,0,diretor,PB,1
30.093.316,0,proprietario,RS,0
30.107.966,1,diretor,Outros,0
30.119.015,1,outros,GO,0
30.122.277,0,diretor,MG,0
30.145.418,0,socio,RJ,1
30.175.510,1,proprietario,SP,0
30.197.945,0,proprietario,SC,0
30.200.846,1,socio,MG,0
30.201.814,1,diretor,ES,0
30.215.527,1,socio,BA,0
30.232.982,1,outros,RJ,0
30.273.934,0,diretor,Outros,0
30.282.152,0,diretor,PR,1
30.300.117,1,outros,SP,0
30.328.792,1,proprietario,SP,0
30.366.238,1,socio,PB,0
30.371.945,0,gerente,SP,1
30.408.555,1,gerente,SP,0
30.411.573,1,socio,RJ,0
30.414.250,1,socio,MG,0
30.422.867,0,diretor,PR,1
30.439.462,1,diretor,PR,1
30.442.051,1,diretor,Outros,0
30.455.169,1,socio,SP,1
30.456.082,1,diretor,GO,0
30.524.023,1,diretor,RS,0
30.542.556,0,diretor,MG,0
30.581.433,1,gerente,ES,0
30.596.018,1,diretor,GO,0
30.599.325,0,proprietario,Outros,0
30.608.458,1,proprietario,SP,1
30.673.825,1,gerente,Outros,0
30.677.366,0,diretor,BA,0
30.677.559,0,socio,RS,0
30.689.889,1,socio,ES,0
30.701.174,1,socio,Outros,0
30.723.321,0,proprietario,BA,0
30.727.680,1,proprietario,SP,0
30.736.131,1,diretor,RJ,1
30.751.572,1,diretor,RJ,0
30.776.898,0,diretor,RS,0
30.788.073,1,socio,MG,0
30.823.448,1,gerente,PR,0
30.834.438,0,diretor,GO,0
30.923.514,0,socio,RS,0
30.949.272,1,socio,SP,0
30.962.180,0,proprietario,Outros,0
30.972.346,1,diretor,SP,0
30.975.546,0,diretor,SP,0
30.984.281,0,socio,MG,0
31.016.353,0,proprietario,SP,0
31.068.179,1,gerente,RS,1
31.076.938,1,diretor,RJ,1
31.077.057,0,diretor,GO,0
31.134.885,1,diretor,RJ,0
31.134.935,1,diretor,RJ,0
31.201.134,1,proprietario,SP,1
31.245.078,1,proprietario,SP,0
31.275.084,1,outros,ES,0
31.277.091,0,proprietario,PB,1
31.277.525,1,diretor,GO,0
31.296.067,1,gerente,RJ,0
31.304.573,0,diretor,RS,0
31.356.611,1,diretor,Outros,1
31.438.109,0,diretor,Outros,0
31.456.838,1,diretor,MG,1
31.494.783,0,outros,SP,0
31.530.410,1,socio,SP,1
31.565.104,1,gerente,MG,0
31.590.673,1,diretor,PR,1
31.614.645,0,diretor,Outros,1
31.623.320,1,socio,PR,1
31.638.615,0,diretor,Outros,1
31.668.585,1,socio,RJ,0
31.699.794,0,gerente,MG,0
31.702.515,0,socio,RS,0
31.707.658,0,outros,SP,0
31.731.736,1,socio,SP,1
31.765.014,0,proprietario,PR,0
31.765.486,0,socio,SP,0
31.765.587,1,diretor,RJ,1
31.784.745,0,gerente,Outros,0
31.787.655,0,proprietario,PR,0
31.790.710,1,socio,ES,0
31.799.479,1,proprietario,PR,0
31.804.115,1,socio,ES,0
31.807.989,0,diretor,PR,0
31.812.775,1,diretor,BA,1
31.845.967,0,outros,MG,0
31.882.636,1,socio,RJ,0
31.906.858,1,gerente,Outros,0
31.945.341,1,socio,PR,1
31.950.056,1,diretor,RJ,1
31.955.034,1,socio,SP,0
31.973.468,1,socio,GO,1
31.998.840,1,proprietario,RS,0
32.011.657,0,socio,MG,0
32.051.171,0,diretor,BA,1
32.064.843,0,gerente,SP,0
32.072.119,0,socio,RS,0
32.087.259,1,proprietario,Outros,1
32.088.279,1,diretor,Outros,0
32.166.967,1,socio,MG,0
32.174.875,0,socio,RS,1
32.175.044,1,socio,RJ,0
32.183.157,0,gerente,ES,0
32.184.114,1,proprietario,MG,0
32.185.141,1,socio,Outros,0
32.240.105,0,diretor,PR,0
32.274.342,1,outros,RJ,1
32.408.785,1,proprietario,SP,0
32.410.337,0,diretor,PR,0
32.438.772,1,gerente,ES,0
32.457.264,1,proprietario,SC,0
32.492.373,1,gerente,ES,0
32.506.618,1,socio,RS,0
32.530.014,0,gerente,Outros,0
32.531.293,1,gerente,SP,1
32.534.495,1,diretor,PR,0
32.550.125,1,socio,BA,1
32.558.784,1,proprietario,ES,0
32.681.371,1,gerente,RJ,0
32.705.849,1,diretor,PR,1
32.743.133,0,diretor,ES,0
32.745.795,0,socio,Outros,0
32.795.906,0,proprietario,Outros,1
32.798.813,0,socio,SP,0
32.808.669,1,gerente,PB,1
32.873.809,1,proprietario,SP,0
32.874.492,0,diretor,RS,0
32.909.478,0,outros,SC,0
32.951.238,0,diretor,Outros,0
32.951.535,1,outros,Outros,0
32.952.027,0,diretor,PR,0
32.956.463,1,diretor,GO,0
32.960.078,1,socio,BA,0
32.964.399,1,diretor,SP,0
33.009.911,1,gerente,SP,1
33.014.625,0,socio,BA,0
33.026.690,1,proprietario,PR,1
33.070.814,1,outros,Outros,1
33.078.767,1,diretor,Outros,0
33.116.364,0,diretor,Outros,1
33.136.280,1,socio,PB,1
33.151.781,0,diretor,SC,0
33.156.788,1,diretor,PR,0
33.178.088,1,diretor,Outros,1
33.197.161,1,outros,RJ,1
33.248.755,0,proprietario,MG,0
33.256.439,1,gerente,SP,1
33.304.981,1,outros,RJ,1
33.325.184,1,gerente,SP,1
33.337.122,1,gerente,RJ,1
33.337.374,0,socio,Outros,1
33.340.789,0,gerente,PR,0
33.368.416,1,proprietario,GO,0
33.414.043,0,proprietario,PR,0
33.438.250,1,proprietario,RJ,1
33.470.433,1,proprietario,RS,1
33.502.602,1,diretor,MG,1
33.507.628,1,proprietario,Outros,1
33.579.538,0,diretor,MG,0
33.613.024,0,diretor,GO,0
33.628.536,1,proprietario,RS,0
33.628.850,1,diretor,RJ,1
33.634.548,0,proprietario,Outros,0
33.650.535,0,proprietario,Outros,0
33.664.244,1,diretor,Outros,0
33.722.548,1,socio,ES,0
33.724.423,1,socio,PR,0
33.724.481,0,proprietario,MG,0
33.740.876,1,socio,Outros,0
33.778.846,1,gerente,Outros,1
33.851.178,1,diretor,Outros,1
33.890.542,1,gerente,BA,0
33.899.204,1,diretor,BA,0
33.929.075,1,proprietario,SP,0
33.937.075,0,diretor,SC,0
33.943.267,1,diretor,RJ,1
33.977.615,0,proprietario,Outros,0
34.004.978,1,outros,RJ,1
34.039.589,1,socio,PB,1
34.051.080,1,outros,SP,0
34.052.268,0,diretor,Outros,0
34.082.275,1,socio,SP,0
34.133.947,1,socio,SC,0
34.134.074,0,socio,MG,0
34.151.100,1,gerente,MG,0
34.164.144,0,socio,SC,0
34.211.473,0,diretor,Outros,1
34.229.529,1,diretor,Outros,1
34.230.979,1,diretor,MG,1
34.275.065,1,gerente,BA,0
34.283.434,1,proprietario,GO,0
34.286.376,1,diretor,SP,1
34.314.716,1,gerente,BA,0
34.323.187,0,proprietario,SP,0
34.327.498,1,proprietario,RS,0
34.350.961,0,diretor,PR,0
34.361.056,1,diretor,GO,1
34.361.902,1,socio,RJ,0
34.364.824,1,socio,Outros,0
34.375.309,0,socio,GO,0
34.391.213,0,socio,MG,1
34.428.549,1,proprietario,Outros,0
34.639.717,1,diretor,Outros,1
34.655.648,1,socio,RJ,0
34.697.730,0,diretor,Outros,1
34.718.942,0,proprietario,ES,0
34.746.780,0,socio,BA,0
34.759.801,1,gerente,BA,0
34.935.341,1,outros,Outros,0
34.940.438,1,diretor,MG,0
34.989.647,1,diretor,Outros,1
35.042.104,1,diretor,Outros,0
35.043.217,0,proprietario,Outros,0
35.066.069,0,proprietario,PR,0
35.077.181,1,socio,SP,1
35.099.027,1,proprietario,Outros,1
35.109.252,1,diretor,SP,0
35.138.239,0,socio,Outros,1
35.150.981,0,socio,MG,0
35.196.765,1,diretor,Outros,1
35.229.640,1,diretor,Outros,0
35.244.942,0,proprietario,SP,0
35.267.023,1,socio,RJ,1
35.301.732,1,socio,PB,0
35.337.031,0,proprietario,MG,0
35.409.907,0,diretor,Outros,0
35.428.312,1,gerente,PB,0
35.464.184,1,diretor,SP,1
35.474.949,1,socio,Outros,0
35.496.023,0,socio,RS,0
35.501.330,1,proprietario,MG,0
35.517.367,1,socio,PR,1
35.531.215,0,socio,MG,1
35.554.961,0,proprietario,RS,0
35.583.475,1,socio,PB,1
35.589.365,1,socio,PB,1
35.596.616,0,diretor,Outros,0
35.605.495,0,socio,MG,1
35.649.603,0,diretor,GO,0
35.718.788,0,socio,BA,0
35.729.648,0,gerente,MG,1
35.755.378,1,socio,SP,0
35.772.703,0,proprietario,PR,1
35.789.994,1,diretor,PR,1
35.792.994,1,gerente,PR,0
35.795.989,1,socio,Outros,0
35.815.306,0,diretor,Outros,0
35.847.639,0,socio,ES,0
35.908.969,1,diretor,SC,0
36.016.058,0,socio,MG,1
36.025.041,1,proprietario,SP,0
36.033.461,0,proprietario,SP,0
36.038.536,1,diretor,Outros,1
36.047.755,0,diretor,Outros,0
36.077.897,1,diretor,GO,0
36.104.716,0,diretor,Outros,1
36.111.732,1,proprietario,SP,0
36.125.692,1,gerente,RJ,1
36.126.750,1,diretor,PR,0
36.149.130,1,socio,SP,1
36.163.257,0,proprietario,SP,0
36.171.739,1,diretor,MG,0
36.310.486,1,outros,MG,0
36.313.328,1,socio,ES,0
36.396.348,1,diretor,Outros,0
36.414.893,0,diretor,PR,0
36.474.596,0,socio,RS,0
36.494.034,0,diretor,Outros,0
36.504.166,1,proprietario,PR,0
36.562.043,0,proprietario,MG,0
36.578.458,1,socio,RJ,0
36.613.686,0,proprietario,Outros,0
36.618.405,1,proprietario,SP,0
36.697.591,1,diretor,Outros,1
36.715.718,0,socio,RJ,0
36.726.617,1,socio,Outros,1
36.779.318,1,socio,Outros,1
36.804.268,1,diretor,Outros,1
36.810.760,1,proprietario,Outros,1
36.874.564,0,socio,MG,0
36.904.548,0,diretor,Outros,1
36.915.924,1,diretor,Outros,0
36.962.538,1,gerente,Outros,0
36.964.214,1,outros,SP,0
36.999.011,0,diretor,Outros,0
37.018.878,0,diretor,ES,0
37.033.745,1,diretor,SC,0
37.056.132,1,gerente,Outros,1
37.072.839,0,socio,GO,0
37.131.969,0,proprietario,PR,0
37.138.835,1,socio,PB,1
37.143.809,1,proprietario,SP,0
37.206.984,0,diretor,Outros,1
37.234.437,1,diretor,GO,1
37.234.692,0,socio,MG,1
37.268.448,0,gerente,GO,1
37.286.339,0,diretor,RS,0
37.356.854,1,gerente,GO,0
37.412.027,1,proprietario,SP,0
37.432.721,1,diretor,Outros,0
37.509.829,0,diretor,RJ,1
37.517.269,0,socio,RJ,0
37.525.771,1,diretor,Outros,1
37.607.716,0,socio,MG,0
37.607.948,1,proprietario,SP,0
37.649.951,1,proprietario,Outros,0
37.656.008,0,diretor,SC,0
37.766.423,0,diretor,MG,0
37.793.959,1,socio,Outros,0
37.977.691,1,gerente,Outros,1
38.161.555,1,socio,GO,0
38.211.720,1,gerente,PB,0
38.253.330,1,diretor,MG,0
38.258.916,1,diretor,PR,0
38.262.634,0,diretor,PR,0
38.391.911,0,socio,SC,0
38.392.823,1,diretor,Outros,0
38.467.783,0,socio,MG,0
38.488.635,1,proprietario,SC,0
38.502.172,1,socio,SP,0
38.648.053,1,socio,SP,0
38.728.968,1,gerente,Outros,0
38.777.918,1,proprietario,SP,0
38.946.601,1,diretor,SP,0
39.235.916,0,socio,RJ,0
39.265.328,1,proprietario,GO,0
39.281.753,1,socio,ES,0
